id,tier,source,state,city,hospital_name,contact_role,email,phone,website_source,notes
P0553,A,PMJAY_PRIVATE,Haryana,Kurukshetra,SINGHAL MEDICAL SURGICAL & MATERNITY CENTRE Private DEEPAK,Hospital admin / nodal (private),cbmhnarnaul@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0554,A,PMJAY_PRIVATE,Haryana,Kurukshetra,SPARSH HOSPITAL Private sparshhospital,Hospital admin / nodal (private),imranenthospital@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0555,A,PMJAY_PRIVATE,Haryana,Kurukshetra,YADAV ORTHO AND MULTISPECIALITY HOSPITAL Private hospitalyadavorthocare@gmail.co,Hospital admin / nodal (private),dr.prakhargoyal@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0556,A,PMJAY_PRIVATE,Haryana,Mahendragarh,BOHRA HOSPITAL AND MEDICAL COUNCIL Private xen.yunus@gmail.com Arif Khan,Hospital admin / nodal (private),fkfirozkhan287@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0557,A,PMJAY_PRIVATE,Haryana,Mahendragarh,Devansh Hospital Private devanshhospital,Hospital admin / nodal (private),drsandeepmalik84@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0558,A,PMJAY_PRIVATE,Haryana,Mahendragarh,FAMILY HOSPITAL AND SURGICAL CENTRE Private familyhospitaltaoru@gmail.com Rahul,Hospital admin / nodal (private),devanshhospital01@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0559,A,PMJAY_PRIVATE,Haryana,Mahendragarh,MALIK HOSPITAL Private drsandeepmalik,Hospital admin / nodal (private),xen.yunus@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0560,A,PMJAY_PRIVATE,Haryana,Mewat,ATLAS HOSPITAL Private sorout,Hospital admin / nodal (private),drmanoj31928@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0561,A,PMJAY_PRIVATE,Haryana,Mewat,GOYAL NURSING HOME Private goyalnarottam@gmail.com Narottam Goyal,Hospital admin / nodal (private),shrisaihospitalpalwal18@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0562,A,PMJAY_PRIVATE,Haryana,Mewat,Golden Hospital Private medlixgoldenhospital@gmail.com Vandana Anshuman Dasgupta,Hospital admin / nodal (private),sorout08@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0563,A,PMJAY_PRIVATE,Haryana,Mewat,MANOJ HOSPITAL & TRAUMA CENTRE Private drmanoj,Hospital admin / nodal (private),goyalnarottam@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0564,A,PMJAY_PRIVATE,Haryana,Mewat,PRABHA EYE HOSPITAL Private drjaideeptyagi@gmail.com Jaideep Kumar Tyagi,Hospital admin / nodal (private),gaurav.bhardwaj@srisathyasaisanjeevani.orggaurav,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0565,A,PMJAY_PRIVATE,Haryana,Mewat,Private dr.sachinhospital,Hospital admin / nodal (private),palwalhospital@hotmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0566,A,PMJAY_PRIVATE,Haryana,Mewat,Private galaxycashless@gmail.com NADEEM AKBAR,Hospital admin / nodal (private),tpa.palwal@tulahospitals.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0567,A,PMJAY_PRIVATE,Haryana,Mewat,Private palwalhospital@hotmail.com Katar Singh,Hospital admin / nodal (private),dr.mehar.sehrawat@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0568,A,PMJAY_PRIVATE,Haryana,Mewat,Rahul Nursing Home Private,Hospital admin / nodal (private),rahulrnh26@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0569,A,PMJAY_PRIVATE,Haryana,Mewat,Rahul Nursing Home Private rahulrnh,Hospital admin / nodal (private),medlixgoldenhospital@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0570,A,PMJAY_PRIVATE,Haryana,Mewat,SHRI SAI HOSPITAL Private shrisaihospitalpalwal,Hospital admin / nodal (private),dr.sachinhospital1@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0571,A,PMJAY_PRIVATE,Haryana,Mewat,Sachin Hospital Private dr.sachinhospital,Hospital admin / nodal (private),galaxycashless@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0572,A,PMJAY_PRIVATE,Haryana,Palwal,A ONE CREATIONS PVT LTD Private lasereyeclinic,Hospital admin / nodal (private),dr_msgupta@hotmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0573,A,PMJAY_PRIVATE,Haryana,Palwal,BRIGHT KIDNEY CARE HOSPITAL Private drgeetika@gmail.com Geetika,Hospital admin / nodal (private),dhawanhosp@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0574,A,PMJAY_PRIVATE,Haryana,Palwal,Dr Bakshi Gupta Eye Care Centre Private guptaendcare@gmail.com Dr Neeraj Gupta,Hospital admin / nodal (private),netraeye@yahoo.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0575,A,PMJAY_PRIVATE,Haryana,Palwal,GUPTA EYE HOSPITAL Private varunchandigarh@yahoo.com DR VARUN KUMAR GUPTA,Hospital admin / nodal (private),lasereyeclinic22@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0576,A,PMJAY_PRIVATE,Haryana,Palwal,INSTITUTE OF REPRODUCATION & CHILD CARES Private irccpkl,Hospital admin / nodal (private),rdap1234@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0577,A,PMJAY_PRIVATE,Haryana,Palwal,KARE PARTNERS MOTHER AND CHILD Private coordinator.tpa@karepartners.in Manav Dhi,Hospital admin / nodal (private),blisshospital20@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0578,A,PMJAY_PRIVATE,Haryana,Palwal,Malik Medical and Diagnostic Centre Private smalik_,Hospital admin / nodal (private),varunchandigarh@yahoo.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0579,A,PMJAY_PRIVATE,Haryana,Palwal,NETRA EYE HOSPITAL Private netraeye@yahoo.com Dr Pooja Aggarwal,Hospital admin / nodal (private),smalik_66@yahoo.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0580,A,PMJAY_PRIVATE,Haryana,Palwal,Private dr_msgupta@hotmail.com DR M S Gupta,Hospital admin / nodal (private),navdeephospital18@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0581,A,PMJAY_PRIVATE,Haryana,Palwal,Private drgeetika@gmail.com Geetika,Hospital admin / nodal (private),coordinator.tpa@karepartners.in,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0582,A,PMJAY_PRIVATE,Haryana,Palwal,RAHI CARE PRIVATE LIMITED Private shaurya.tayal@rahicare.in Shaurya Abhilashi Ta,Hospital admin / nodal (private),drgeetika@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0583,A,PMJAY_PRIVATE,Haryana,Palwal,Radhi Devi Amravati Polyclinic Private rdap,Hospital admin / nodal (private),guptaendcare@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0584,A,PMJAY_PRIVATE,Haryana,Palwal,Raffels Hospital Private dr_msgupta@hotmail.com DR M S Gupta,Hospital admin / nodal (private),agdrishtiag@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0585,A,PMJAY_PRIVATE,Haryana,Palwal,THE BLISS HOSPITAL Private Blisshospital,Hospital admin / nodal (private),irccpkl17@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0586,A,PMJAY_PRIVATE,Haryana,Panchkula,ALTAIR HOSPITAL Private drkunwarsingh@gmail.com Ankit Goel,Hospital admin / nodal (private),sardanabenzhospitals@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0587,A,PMJAY_PRIVATE,Haryana,Panchkula,AMAN HOSPITAL Private dramankumar,Hospital admin / nodal (private),hospital.sombir@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0588,A,PMJAY_PRIVATE,Haryana,Panchkula,ANAND HOSPITAL AND NAVDEEP EYE CENTRE Private sandyands@yahoo.co.uk Dr. Sandeep,Hospital admin / nodal (private),ashigupta198468@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0589,A,PMJAY_PRIVATE,Haryana,Panchkula,ANGEL CARE HOSPITAL Private varunchauhan.vc@gmail.com Varun Singh Chauhan,Hospital admin / nodal (private),drvineetarya@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0590,A,PMJAY_PRIVATE,Haryana,Panchkula,APEX HOSPITAL Private Cashlessapexhospitalpnp@gmail.com Jaideep Rathi,Hospital admin / nodal (private),cashlessvardaan@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0591,A,PMJAY_PRIVATE,Haryana,Panchkula,AYUSHMAN BHAV HEALTH INSTITUTE Private ayushmanbhav,Hospital admin / nodal (private),dramankumar1943@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0592,A,PMJAY_PRIVATE,Haryana,Panchkula,CHHABRA HOSPITAL Private hospitalchhabra@yahoo.com Rajesh Kumar Singh,Hospital admin / nodal (private),parveenpanchal11@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0593,A,PMJAY_PRIVATE,Haryana,Panchkula,CITY HOSPITAL Private cityhop.panipat@gmail.com Lokesh Chauhan,Hospital admin / nodal (private),sandyands@yahoo.co.uk,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0594,A,PMJAY_PRIVATE,Haryana,Panchkula,CYGNUS MAHARAJA AGGERSSAIN HOSPITAL Private unithead.panipat@cygnushospitals.com,Hospital admin / nodal (private),bkgupta35@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0595,A,PMJAY_PRIVATE,Haryana,Panchkula,DEVI MURTI HOSPITAL Private DEVIMURTIHOSPITAL@GMAIL.COM Sahil Garg,Hospital admin / nodal (private),hawasingh2@yahoo.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0596,A,PMJAY_PRIVATE,Haryana,Panchkula,DISHA CHILDRENS HOSPITAL & DENTAL CARE CENTER Private dr.devanand,Hospital admin / nodal (private),hospitalchhabra@yahoo.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0597,A,PMJAY_PRIVATE,Haryana,Panchkula,DR HAWA SINGH CHILDREN HOSPITAL Private hawasingh,Hospital admin / nodal (private),panipathearthospital@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0598,A,PMJAY_PRIVATE,Haryana,Panchkula,DR PRITAM ARORA ENT CARE CENTRE Private DRPRITAMARORAHOSPITAL@GMAIL.CO M DR DANI,Hospital admin / nodal (private),galaxyhospitalpnp@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0599,A,PMJAY_PRIVATE,Haryana,Panchkula,DR SOMBIR HOSPITAL Private hospital.sombir@gmail.com Kavita,Hospital admin / nodal (private),ravindrahospitalcashless@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0600,A,PMJAY_PRIVATE,Haryana,Panchkula,DR SUMIT BONE & JOINT CENTER Private drsumitgill,Hospital admin / nodal (private),malikhospitalpnp@yahoo.in,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0601,A,PMJAY_PRIVATE,Haryana,Panchkula,DR. NARAYAN DATT HOSPITAL Private drndhospital@gmail.com Rajneesh Kumar,Hospital admin / nodal (private),drishtiraj3311@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0602,A,PMJAY_PRIVATE,Haryana,Panchkula,DR.RAVINDERA MATERNITY & GENERAL HOSPITAL Private ravindrahospitalcashless@gmail,Hospital admin / nodal (private),drgirisharora@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0603,A,PMJAY_PRIVATE,Haryana,Panchkula,G C GUPTA HOSPITAL PANIPAT Private gcguptahospital@gmail.com Ajmer Singh,Hospital admin / nodal (private),dr.devanand78@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0604,A,PMJAY_PRIVATE,Haryana,Panchkula,GALAXY HOSPITAL AND TRAUMA CENTRE Private GALAXYHOSPITALPNP@GMAIL.COM Birender D,Hospital admin / nodal (private),drsandeepmittan@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0605,A,PMJAY_PRIVATE,Haryana,Panchkula,GARG ORTHOPEDIC HOSPITAL AND TRAUMA CENTRE Private,Hospital admin / nodal (private),ravindragarg312@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0606,A,PMJAY_PRIVATE,Haryana,Panchkula,GARG ORTHOPEDIC HOSPITAL AND TRAUMA CENTRE Private ravindragarg,Hospital admin / nodal (private),armittalhospital@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0607,A,PMJAY_PRIVATE,Haryana,Panchkula,GUPTA EYE HOSPITAL Private bkgupta,Hospital admin / nodal (private),oscarsuperspecialityhospital@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0608,A,PMJAY_PRIVATE,Haryana,Panchkula,H S MEMORIAL HOSPITAL Private tpa.hshospital@gmail.com Amit Mahla,Hospital admin / nodal (private),drgarodiapreety@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0609,A,PMJAY_PRIVATE,Haryana,Panchkula,HEART AND MOTHER CARE HOSPITAL Private TPA.DESKHEARTMOTHERCAREHOSPITAL @GMAIL.CO,Hospital admin / nodal (private),dnhospital@yahoo.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0610,A,PMJAY_PRIVATE,Haryana,Panchkula,IBM HOSPITAL AND TRAUMA CENTRE A UNIT OF GAURAV HOSPITAL PVT LTDPrivate ibmhospi,Hospital admin / nodal (private),bajajhospital3@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0611,A,PMJAY_PRIVATE,Haryana,Panchkula,IBM HOSPITAL AND TRAUMA CENTRE Private ibmhospitalpnp@gmail.com Santosh Gupta,Hospital admin / nodal (private),shobhitgyl@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0612,A,PMJAY_PRIVATE,Haryana,Panchkula,JATINDERA HOSPITAL PANIPAT Private JSHOSPITAL,Hospital admin / nodal (private),tpa.sunilmemorialhospital@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0613,A,PMJAY_PRIVATE,Haryana,Panchkula,JINDAL NURSING HOME Private hospitaljindal@gmail.com Rajender Parshad Jindal,Hospital admin / nodal (private),ajay.golyan@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0614,A,PMJAY_PRIVATE,Haryana,Panchkula,KALRA HOSPITAL Private RKALRA,Hospital admin / nodal (private),cashless@drpremhospital.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0615,A,PMJAY_PRIVATE,Haryana,Panchkula,LALA HARBHAGWAN DASS MEMORIAL DR PREM HOSPITAL Private cashless@drpremhospital.c,Hospital admin / nodal (private),ceo.panipat@parkhospital.in,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0616,A,PMJAY_PRIVATE,Haryana,Panchkula,MAGNUS HOSPITAL Private drmanugoel@gmail.com Manu Goel,Hospital admin / nodal (private),drndhospital@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0617,A,PMJAY_PRIVATE,Haryana,Panchkula,MALHOTRA MOTHER AND CHILD HOSPITAL Private malhotrahospital,Hospital admin / nodal (private),cityhop.panipat@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0618,A,PMJAY_PRIVATE,Haryana,Panchkula,MALIK HOSPITAL Private malikhospitalpnp@yahoo.in PARTAP SINGH MALIK,Hospital admin / nodal (private),madaanhospitals@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0619,A,PMJAY_PRIVATE,Haryana,Panchkula,MAX PLUS HOSPITAL Private maxplushospitalpnp@gmail.com Jitender Deswal,Hospital admin / nodal (private),panditheema@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0620,A,PMJAY_PRIVATE,Haryana,Panchkula,Madaan Hospital Private madaanhospitals@gmail.com DR ANANT MADAAN,Hospital admin / nodal (private),drsanjaysoni04@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0621,A,PMJAY_PRIVATE,Haryana,Panchkula,NC MEDICAL COLLEGE Private ms.ncmch@gmail.com Jaipal Singh,Hospital admin / nodal (private),drmanugoel@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0622,A,PMJAY_PRIVATE,Haryana,Panchkula,ONELIFE HOSPITAL AND TRAUMA CENTRE Private onelifepanipat@gmail.com Shiven Garg,Hospital admin / nodal (private),sgnhospital987@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0623,A,PMJAY_PRIVATE,Haryana,Panchkula,PAHUJA HOSPITAL Private PAHUJAHOSPITAL@GMAIL.COM Naresh Pahuja,Hospital admin / nodal (private),drsumitgill22@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0624,A,PMJAY_PRIVATE,Haryana,Panchkula,PANCHAL HOSPITAL Private parveenpanchal,Hospital admin / nodal (private),drkunwarsingh@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0625,A,PMJAY_PRIVATE,Haryana,Panchkula,PANIPAT HEART HOSPITAL Private panipathearthospital@gmail.com SUKHBIR SINGH,Hospital admin / nodal (private),anmohit@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0626,A,PMJAY_PRIVATE,Haryana,Panchkula,PARK HOSPITAL A UNIT OF PARK MEDICITY INDIA PVT LTD Private ceo.panipat@parkhosp,Hospital admin / nodal (private),unithead.panipat@cygnushospitals.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0627,A,PMJAY_PRIVATE,Haryana,Panchkula,Private DRGIRISHARORA@GMAIL.COM Girish Arora,Hospital admin / nodal (private),drbansalpawan@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0628,A,PMJAY_PRIVATE,Haryana,Panchkula,Private TPA.DESKHEARTMOTHERCAREHOSPITAL @GMAIL.COM Utsav Gupta,Hospital admin / nodal (private),abchospital611@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0629,A,PMJAY_PRIVATE,Haryana,Panchkula,Private dnhospital@yahoo.com Om Parkash,Hospital admin / nodal (private),gcguptahospital@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0630,A,PMJAY_PRIVATE,Haryana,Panchkula,Private drkadyan@yahoo.com Bhupender Kadyan,Hospital admin / nodal (private),tpa.hshospital@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0631,A,PMJAY_PRIVATE,Haryana,Panchkula,Private varunchauhan.vc@gmail.com Varun Singh Chauhan,Hospital admin / nodal (private),devimurtihospital@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0632,A,PMJAY_PRIVATE,Haryana,Panchkula,R M ANAND HOSPITAL Private anmohit@gmail.com Mohit Anand,Hospital admin / nodal (private),ayushmanbhav82@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0633,A,PMJAY_PRIVATE,Haryana,Panchkula,RAINBOW HOSPITAL Private DRGIRISHARORA@GMAIL.COM Girish Arora,Hospital admin / nodal (private),drkadyan@yahoo.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0634,A,PMJAY_PRIVATE,Haryana,Panchkula,SAIPRASANN MEDICENTRE AND SATYA CLINIC Private panditheema@gmail.com Dr.Satish K,Hospital admin / nodal (private),varunchauhan.vc@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0635,A,PMJAY_PRIVATE,Haryana,Panchkula,SANKALP HOSPITAL Private ajay.golyan@gmail.com Ajay Golyan,Hospital admin / nodal (private),ibmhospitalpnp@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0636,A,PMJAY_PRIVATE,Haryana,Panchkula,SARDANA BENZ HOSPITAL Private sardanabenzhospitals@gmail.com Mohit Rawal,Hospital admin / nodal (private),jshospital123@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0637,A,PMJAY_PRIVATE,Haryana,Panchkula,SHOBHIT HOSPITAL Private shobhitgyl@gmail.com Shobhit Goyal,Hospital admin / nodal (private),rkalra13@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0638,A,PMJAY_PRIVATE,Haryana,Panchkula,SHREE BALAJEE MULTISPECILITIES HOSPITAL Private drishtiraj,Hospital admin / nodal (private),onelifepanipat@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0639,A,PMJAY_PRIVATE,Haryana,Panchkula,SHRI GURU NANAK HOSPITAL Private sgnhospital,Hospital admin / nodal (private),malhotrahospital01@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0640,A,PMJAY_PRIVATE,Haryana,Panchkula,SONI BURNS & PLASTIC SURGERY CENTRE Private drsanjaysoni,Hospital admin / nodal (private),cashlessapexhospitalpnp@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0641,A,PMJAY_PRIVATE,Haryana,Panchkula,SUNIL MEMORIAL HOSPITAL AND HEART CARE CENTRE Private tpa.sunilmemorialhospital@,Hospital admin / nodal (private),maxplushospitalpnp@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0642,A,PMJAY_PRIVATE,Haryana,Panchkula,SUPREETY HOSPITAL AND MIND HEALTH CLINIC PANIPAT Private drgarodiapreety@gmail.c,Hospital admin / nodal (private),hyderabadihospitalpnp@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0643,A,PMJAY_PRIVATE,Haryana,Panchkula,VARDAAN STONE AND KIDNEY HOSPITAL Private cashlessvardaan@gmail.com Ravish Rathe,Hospital admin / nodal (private),abhinav3434@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0644,A,PMJAY_PRIVATE,Haryana,Panchkula,hyderabadi general hospital & nursing home Private hyderabadihospitalpnp@gmail.c,Hospital admin / nodal (private),ms.ncmch@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0645,A,PMJAY_PRIVATE,Haryana,Panipat,ARORA NURSING HOME Private aroranursinghome,Hospital admin / nodal (private),drspyadavh@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0646,A,PMJAY_PRIVATE,Haryana,Panipat,DEEPHOSPITAL Private deephospital,Hospital admin / nodal (private),drpradeephospital@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0647,A,PMJAY_PRIVATE,Haryana,Panipat,DR PRADEEP HOSPITAL & TRAUMA CENTRE Private drpradeephospital@gmail.com PRADEEP,Hospital admin / nodal (private),yaduvanshihospital@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0648,A,PMJAY_PRIVATE,Haryana,Panipat,DR R B YADAV HOSPITAL Private RBYADAVHOSPITAL@GMAIL.COM NARESH YADAV,Hospital admin / nodal (private),viratveeryadav@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0649,A,PMJAY_PRIVATE,Haryana,Panipat,DR S P YADAV MULTISPECIALITY HOSPITAL Private drspyadavh@gmail.com Rajesh Kumar,Hospital admin / nodal (private),pushpanjalihospitalrewari@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0650,A,PMJAY_PRIVATE,Haryana,Panipat,DR SURENDER ORTHO HOSPITAL Private drsurendraorthhospital@gmail.com Surender Kum,Hospital admin / nodal (private),jijivisha.hospital.tpa@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0651,A,PMJAY_PRIVATE,Haryana,Panipat,Dhir Vision Center Kosli Private parikshit.dhir@yahoo.com Mr pawan Kumar,Hospital admin / nodal (private),sanjayrao64382@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0652,A,PMJAY_PRIVATE,Haryana,Panipat,EYE Q VISION PVT LTD Private cashless@eyeqindia.com Gourav Kumar,Hospital admin / nodal (private),rbyadavhospital@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0653,A,PMJAY_PRIVATE,Haryana,Panipat,GANGASAHAIMULTISPECIALITY HOSPITAL PVT LTD Private GANGASAHAIHOSPITAL@GMAIL.COM,Hospital admin / nodal (private),aroranursinghome65@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0654,A,PMJAY_PRIVATE,Haryana,Panipat,JIJIVISHA HOSPITAL Private jijivisha.hospital.tpa@gmail.com Anshu Yadav,Hospital admin / nodal (private),womenpridehospital@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0655,A,PMJAY_PRIVATE,Haryana,Panipat,KATYAL HOSPITAL AND CRITICAL CARE CENTRE Private katyalhospitals@gmail.com Punit,Hospital admin / nodal (private),deephospital129@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0656,A,PMJAY_PRIVATE,Haryana,Panipat,MAARS HOSPITAL AND HEART INSTITUTE Private drkmabhay@yahoo.co.in Abhay Kumar,Hospital admin / nodal (private),vasanth@ritieyecare.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0657,A,PMJAY_PRIVATE,Haryana,Panipat,PULSE HOSPITAL Private hospitalpulse,Hospital admin / nodal (private),katyalhospitals@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0658,A,PMJAY_PRIVATE,Haryana,Panipat,PUSHPANJALI HOSPITAL Private pushpanjalihospitalrewari@gmail.com Shreyash Yadav,Hospital admin / nodal (private),drryadav@yahoo.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0659,A,PMJAY_PRIVATE,Haryana,Panipat,R Yadav Surgical and Rekha Eye Hospital Private drryadav@yahoo.com Ramesh,Hospital admin / nodal (private),drkmabhay@yahoo.co.in,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
P0660,A,PMJAY_PRIVATE,Haryana,Panipat,Riti Eye Care Hospital Private vasanth@ritieyecare.com Vijay Lamba,Hospital admin / nodal (private),hospitalpulse2024@gmail.com,,,Private/multispecialty from PMJAY empanelment — ask for Quality/NABH desk
